type_specimen,synonyms,repository,other_notes,questionable_id,scientific_name,collection_site,location_english
NA,NA,NA,NA,FALSE,Chaetopleura limaciformis,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,NA,NA,NA,FALSE,Heliaster kubiniji,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,NA,CAS,NA,FALSE,Astrometis sertulifera,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,NA,CAS,NA,FALSE,Echinaster tenuispina,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,NA,NA,NA,FALSE,Phataria unifascialis,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,NA,NA,NA,FALSE,Pharia pyramidata,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,NA,NA,NA,FALSE,Mithrodia bradleyi,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,"Oreaster occidentalis, a junior synonym",NA,a widespread Tropical East Pacific species,FALSE,Pentaceraster cumingi,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,NA,NA,NA,FALSE,Ophiocoma aethiops,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,NA,NA,NA,FALSE,Ophiocoma alexandri,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,NA,USNM,NA,FALSE,Ophiothrix spiculata,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,NA,NA,NA,FALSE,Ophionereis annulata,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,NA,NA,NA,FALSE,Ophioderma teres,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,NA,NA,"for some reason this is the only locality at which the expedition collected this very common littoral species, which occurs throughout the Gulf",FALSE,Ophioderma panamense,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,NA,NA,one of the most common urchins in the Gulf; collected “at practically every suitable collecting place”,FALSE,Eucidaris thouarsii,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,NA,NA,NA,FALSE,Echinometra vanbrunti,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,NA,NA,NA,FALSE,Arbacia incisa,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,Centrechinus mexicanus,NA,"curiously, S&R collected this common, toxic-spined species only twice, at Punta Lobos and at Marcial Point",FALSE,Diadema mexicanum,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,Tripneustes depressus,NA,a trans-Pacific species; collected only at this locality,FALSE,Tripneustes gratilla,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,NA,NA,a circumtropical species common in the Gulf,FALSE,Holothuria arenicola,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,NA,NA,"a circumtropical species, taken only at this locality",FALSE,Holothuria difficilis,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,NA,NA,a circumtropical species; S&R describe this as the second most common sea cucumber from their expedition,FALSE,Holothuria impatiens,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,NA,NA,NA,FALSE,Holothuria kefersteini,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,Slenkothuria lubrica,NA,"the sulfur cucumber; the most common sea cucumber taken during the expedition, and the most widespread and abundant sea cucumber in the Gulf today. Ricketts’s field notes from this station read, “present by the millions.” One specimen had a commensal pearl fish living in it, Encheliophiops hancocki Reid.",FALSE,Holothuria lubrica,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,NA,NA,two color varieties taken at Punta Lobos—“one was yellowish; the other mottled”,FALSE,Holothuria languens,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,NA,NA,"a small synaptid cucumber, taken only at this locality",FALSE,Chiridota aponocrita,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,NA,NA,"not in Phyletic Catalogue, but identified by E. Deichmann",FALSE,Isostichopus fuscus,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,"Gonodactylus oerstedii, which is actually a West Atlantic species",USNM,"the specimens were re-examined by Ray Manning in 1972 and described as the new species Gonodactylus zacae, later moved to Neogonodactylus",FALSE,Neogonodactylus zacae,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,Gonodactylus stanschi,USNM,NA,FALSE,Neogonodactylus stanschi,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,Tetraclita squamosa stalactifera,NA,NA,FALSE,Tetraclita stalactifera,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,NA,NA,NA,FALSE,Chthamalus anisopoma,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,NA,NA,"a symbiont in the hatchet clam, Pinna",FALSE,Pontonia pinnae,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,NA,NA,"likely an unknown species of caridean shrimp, but not a Crangon; many shrimps identified as Crangon by S&R proved to be alphaeid shrimps",FALSE,Crangon sp. No. 1,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,NA,NA,"likely an unknown species of caridean shrimp, but not a Crangon; many shrimps identified as Crangon by S&R proved to be alphaeid shrimps",FALSE,Crangon sp. No. 2,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,NA,NA,"likely an unknown species of caridean shrimp, but not a Crangon; many shrimps identified as Crangon by S&R proved to be alphaeid shrimps",FALSE,Crangon sp. No. 3,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,NA,NA,NA,FALSE,Synalpheus sanlucasi,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,NA,NA,one of the most distinctive and attractive hermit crabs in the Gulf,FALSE,Calcinus californiensis,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,NA,NA,“carapaces found washed ashore in hordes”,FALSE,Pleuroncodes planipes,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,NA,NA,a common porcelain crab in the Gulf,FALSE,Petrolithes hirtispinosus,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,NA,NA,a common porcelain crab in the Gulf,FALSE,Petrolisthes nigrunguiculatus,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,Pisonella sinuimanus,NA,NA,FALSE,Megalobrachium sinuimanus,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,Pisosoma lewisi,NA,NA,FALSE,Petrolisthes lewisi,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,NA,CAS,NA,FALSE,Xanthodius cooksoni,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,NA,NA,NA,FALSE,Thoe sulcata,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,"Mithrax areolatus, a junior synonym",NA,common,FALSE,Mithraculus denticulatus,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,NA,NA,NA,FALSE,Microphrys platysoma,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,Platypodia rotundata,NA,NA,FALSE,Platypodiella rotundata,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,"Leptodius cooksoni, a junior synonym",NA,NA,FALSE,Xanthodius cooksoni,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,"Ozius tenuidactylos, a junior synonym",NA,NA,FALSE,Epixanthus tenuidactylus,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,NA,CAS,"“old lumpy claws”; a very common, small, pugnacious xanthid crab ranging from the Upper Gulf to Peru",FALSE,Eriphia squamata,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,NA,NA,Sally Lightfoot crab; taken at all rocky shore stations,FALSE,Grapsus grapsus,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,"Fossularca solida, a junior synonym",NA,the common “garbanzo clam” of the Gulf,FALSE,Arcopsis solida,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,"Navicula mutabilis, a junior synonym",NA,the “minute Zirfaea-like form” of the Narrative,FALSE,Arca mutabilis,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,NA,NA,the principal commercial Gulf hacha,FALSE,Pinna rugosa,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,"I. anomioides, a junior synonym",NA,"very common, thin rock oyster on rocky shores in the Gulf",FALSE,Isognomon janus,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,Carditamera affinis californica,NA,"S&R considered this “the commonest bivalve in the Gulf”; common in Northern Gulf aboriginal shell middens, where they appear to have been fashioned into pendants",FALSE,Carditamera affinis,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,Chama squamuligera,NA,Coan and Valentich-Scott [2012] consider C. squamuligera to be a white morph of C. echinata,FALSE,Chama echinata,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,NA,NA,"the “small, hairy chiton” of the Narrative; C. lurida ranges from the Central Gulf to Colombia",FALSE,Chaetopleura aff. lurida,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,Ischnochiton limaciformis in Phyletic Catalogue,NA,NA,FALSE,Stenoplax limaciformis,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,NA,NA,NA,FALSE,Conus brunneus,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,NA,USNM,NA,FALSE,Conus nux,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,NA,USNM,NA,FALSE,Conus princeps,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,NA,USNM,gastropod,FALSE,Nodilittorina modesta,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,Monilispira monilifera,NA,NA,FALSE,Crassispira (Monilispira) monilifera,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,NA,NA,NA,FALSE,Mitra tirstis,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,"Nitidella guttata, a junior synonym",NA,"this species, one of the most common small snails in the Gulf, is considered a synonym of Mitrella/Columbella ocellata by some workers, but the latter is a trans-Atlantic species",FALSE,Mitrella guttata,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,NA,NA,NA,FALSE,Coralliophila costata,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,"Galeropsis madreporarum, a junior synonym",NA,S&R were uncertain of this identification of the Puerto Lobos specimens,TRUE,Quoyula madreporarum,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,"Phyllonotus princeps, a junior synonym",NA,NA,FALSE,Hexaplex princeps,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,"Thais centiquadrata, a junior synonym",NA,"this species has had a tortuous nomenclatural history—other synonyms include Thais speciosa, Purpura speciosa, Purpura centriquadra, Manciella speciosa, and Purpura triserialis",FALSE,Vasula speciosa,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,"Thais triangularis, a junior synonym",NA,also Mancinella triangularis,FALSE,Acanthais triangularis,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,Cypraea albuginosa,NA,NA,FALSE,Naria albuginnosa,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,"Cypraea annettae, = Zonaria annettae, = C. sowerbyi, = C. ferruginosa",NA,NA,FALSE,Pseudozonaria annettae,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,"Cerithium sculptum, a junior synonym",USNM,the “mid-tide minute spired snail” of the Narrative; one of the most common small snails in the Gulf,FALSE,Liocerithium judithae,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,"Littornia conspersa, a junior synonym",NA,NA,FALSE,Echinolittorina modesta,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,"Crucibulum imbricatum, a junior synonym",NA,NA,FALSE,Crucibulum scutellatum,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,NA,NA,misspelled as “inequalis” in Phyletic Catalogue,FALSE,Diodora inaequalis,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,“Notarchus (Aclesia) sp.” in Phyletic Catalogue,NA,apparently this sea slug has not been reported since MacFarland’s original description in 1966,FALSE,Aclesia rickettsi,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,NA,NA,the “red tectibranch” of the Narrative,FALSE,Pleurobranchus digueti,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,Berthellina engeli,CAS,the apricot slug,FALSE,Berthellina ilisima,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,Stylocheilus longicauda,CAS,NA,FALSE,Stylocheilus striatus,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,Tridachiella diomedea,CAS,"the famous Gulf “Mexican/Spanish dancer” nudibranch; S&R note it was “possibly the most common nudibranch” they encountered; it is still very common, except where tide-pool tourists have taken them in excess",FALSE,Elysia diomedea,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,NA,CAS,NA,FALSE,Doris umbrella,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
lectotype,NA,USNM,aplysiid sea slug,FALSE,Aclesia rickettsi,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,NA,NA,unidentified slug,FALSE,Pleurobranchidae,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,NA,NA,NA,FALSE,Small white Cadlina-like dorid,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,NA,NA,NA,FALSE,Large seal-brown nudibranch,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,NA,NA,acorn worm,FALSE,Balanoglossus sp.,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,NA,NA,acorn worm,FALSE,Ptychodera flava,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,Amaroucium californicum,CAS,a wide-ranging east Pacific compound tunicate; the tunicates of the Gulf of California have not yet been carefully studied,FALSE,Aplidium californicum,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,NA,NA,"S&R speculated that this might be an undescribed species; two Eudistoma species are currently known from the Gulf, E. mexicanum and E. psammion",FALSE,Eudistoma sp.,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,NA,NA,"the “red sea squirt” of the Narrative; likely P. lignosa, a common simple tunicate ranging from the Central Gulf to at least Costa Rica",FALSE,Pyura sp.,"Isla Espíritu Santo, Punta Lobos","Punta Lobos, Isla Espiritu Santo"
NA,NA,NA,the most commonly encountered sponge of the expedition,FALSE,Geodia mesotriaena,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
NA,NA,NA,a questionable identification,FALSE,Hircinia variabilis,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
holotype,NA,NA,type locality,FALSE,Epiactis irregularis,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
syntype,NA,NA,anemone,FALSE,Phialoba steinbecki,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
NA,NA,NA,NA,FALSE,Phyllactis concinnata,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
NA,NA,NA,anemone,FALSE,Telmatactis panamensis,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
NA,NA,NA,this hydroid ranges from the Galapagos Islands to British Columbia,FALSE,Plumularia setacea,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
NA,"P. porosa, a junior synonym",NA,"S&R correctly noted this was commonest coral on Gulf shores, occurring as dome-shaped encrusting heads 8 inches in diameter",FALSE,"Porites californica, massive form","La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
NA,Leioptilus undulatus,NA,NA,FALSE,Ptilosarcus undulatus,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
NA,NA,NA,"a sea pen; although not mentioned in the Phyletic Catalogue, Ricketts’s field notes and correspondence with E. Deichmann note “Pennatula sp. La Paz, under cement wharf”; there are a few reports of Pennatula phosphorea from the Pacific, but these might be incorrect identifications as that appears to be an Atlantic species",FALSE,Pennatula sp.,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
NA,NA,NA,a tropical west Atlantic species; presence in Gulf needs confirmation,FALSE,Stylopoma spongites,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
NA,"Physcosoma antillarium, a junior synonym",NA,a cosmopolitan bryozoan species,FALSE,Antillesoma antillarum,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
NA,NA,NA,"described as “a Phyllodoce-like form”; this species has apparently not been reported since the S&R expedition, but another species, B. goodei, has been reported from the Gulf",FALSE,Bhawania riveti,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
NA,NA,NA,the ubiquitous fire worm; found at every rocky shore site the expedition visited,FALSE,Eurythoe complanata,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
NA,NA,NA,“small Gulf fire worm”,FALSE,Notopygos ornata,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
NA,NA,NA,"possibly Pherusa papillata, a Southern Gulf flabelligerid polychaete",FALSE,Stylarioides papillata,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
NA,NA,NA,NA,FALSE,Heliaster sp.,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
NA,NA,NA,one of the most common urchins in the Gulf; collected “at practically every suitable collecting place”,FALSE,Eucidaris thouarsii,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
NA,NA,NA,NA,FALSE,Ophiocoma aethiops,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
NA,NA,NA,NA,FALSE,Ophiocoma alexandri,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
NA,NA,NA,NA,FALSE,Ophionereis annulata,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
NA,NA,NA,NA,FALSE,Ophioderma teres,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
NA,NA,NA,a circumtropical species; S&R describe this as the second most common sea cucumber from their expedition,FALSE,Holothuria impatiens,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
NA,NA,NA,NA,FALSE,Holothuria kefersteini,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
NA,Euthyonidium veleronis,NA,taken only at this location,FALSE,Neocucumis veleronis,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
NA,NA,NA,NA,FALSE,Neothyone gibbosa,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
NA,NA,NA,"not in Phyletic Catalogue, but identified by E. Deichmann; the nature of this species name is unclear",FALSE,Stichopus jusus,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
NA,NA,NA,a circumtropical amphipod found in a cluster of hydroids,FALSE,Ampithoe ramondi,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
NA,Axius vivesi,NA,"a common species throughout the Gulf, but the expedition took it only at this one site",FALSE,Neaxius vivesi,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
NA,NA,NA,one of the most attractive hermit crabs in the Gulf,FALSE,Calcinus californiensis,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
NA,NA,NA,NA,FALSE,Thoe sulcata,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
NA,"Mithrax areolatus, a junior synonym",NA,common,FALSE,Mithraculus denticulatus,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
NA,NA,NA,the hairy ribbed mussel; one of the commoner Gulf arc shells,FALSE,Barbatia reeveana,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
NA,NA,NA,"the identity of this species is unclear, but it is likely what we now call Morula nodulosa or Morula ferruginosa",FALSE,Engina ferruginosa Reeve,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
NA,NA,NA,NA,FALSE,Columbella fuscata,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
NA,NA,NA,NA,FALSE,Heliaster kubiniji,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
NA,NA,NA,NA,FALSE,Phataria unifascialis,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
NA,NA,NA,NA,FALSE,Phara pyramidalis,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
NA,NA,NA,NA,FALSE,Eucidaris thouarsii,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
NA,NA,NA,“or similar”—a boring clam,FALSE,Lithophaga plumula,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
NA,NA,NA,NA,FALSE,Eurythoe complanata,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
NA,NA,NA,“carapaces found washed ashore in hordes”,FALSE,Pleuroncodes planipes,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
NA,NA,NA,NA,FALSE,Microphrys platysoma,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
NA,NA,NA,"the pugnacious blue swimming crab; S&R noted this was the most common crab in the Gulf, “found at practically every suitable station,” and this is still the case",FALSE,Callinectes bellicosus,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
NA,NA,NA,NA,FALSE,Pilumnus townsendi,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
NA,NA,NA,"an uncommon xanthid crab in the Gulf; S&R found this species only once, in coral heads at this site",FALSE,Heteractaea lunata,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
NA,NA,NA,NA,FALSE,Ampithoe ramondi,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
NA,"Gonodactylus oerstedii, which is actually a West Atlantic species; the specimens were re-examined by Ray Manning in 1972 and described as the new species Gonodactylus zacae, later moved to Neogonodactylus",NA,NA,FALSE,Neogonodactylus zacae,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
NA,NA,NA,Sally Lightfoot crab; taken at all rocky shore stations,FALSE,Grapsus grapsus,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
NA,NA,NA,"S&R felt this was the only species of Uca they collected on the expedition; however, the taxonomy of this genus is desperately in need of revision and some species are difficult to differentiate",FALSE,Uca crenulata,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
NA,NA,NA,"the less common of two pen shells called callo de hacha, the other being Pinna rugosa",FALSE,Atrina tuberculosa,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
NA,Carditamera affinis californica,NA,"S&R considered this “the commonest bivalve in the Gulf”; common in shell middens in the Northern Gulf, where they appear to have been fashioned into pendants",FALSE,Carditamera affinis,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
NA,NA,NA,NA,FALSE,Trachycardium procerum,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
NA,NA,NA,NA,FALSE,Dosinia dunkeri,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
NA,"Muricopsis squamulata, a junior synonym",NA,NA,FALSE,Muricopsis armatus,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
NA,"Phyllonotus bicolor, a junior synonym",NA,"the pink-mouth murex; S&R found this to be the most common large snail of their expedition—indeed, it was once the most common littoral and shallow subtidal large snail throughout the Gulf, but no longer, due to intense over-collecting; large specimens are now exceedingly rare intertidally",FALSE,Phyllonotus erythrostomus,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
NA,"Phyllonotus brassica, a junior synonym",NA,the cabbage murex,FALSE,Hexaplex brassica,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
NA,"Thais tuberculata, a junior synonym",NA,NA,FALSE,Mancinella tuberculata,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
NA,"Cypraea annettae, Zonaria annettae, C. sowerbyi, C. ferruginosa",NA,NA,FALSE,Pseudozonaria annettae,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
NA,"Aletes squamigerus, a junior synonym; also = Aletes squamigerus, the scaled worm snail",NA,"this species is not reported from the Gulf today, so the identity of these specimens is unclear",FALSE,Thylacodes squamigerus,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
NA,NA,NA,slipper shell,FALSE,Crepidula onyx,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
NA,NA,NA,NA,FALSE,Polinices uber,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
NA,"Callopoma fluctuosum, a junior synonym",NA,the most common mid-size gastropod in the Gulf,FALSE,Turbo fluctuosus,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
NA,NA,NA,NA,FALSE,Tegula mariana,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
NA,NA,NA,NA,FALSE,Elysia diomedea,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
paratype,“Notarchus (Aclesia) sp.” in Phyletic Catalogue,NA,apparently this sea slug has not been reported since MacFarland’s original description in 1966,FALSE,Aclesia rickettsi,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
NA,NA,NA,"the famous Gulf “Mexican/Spanish dancer” nudibranch; S&R note it was “possibly the most common nudibranch” they encountered; it is still very common, except where tide-pool tourists have taken them in excess",FALSE,Tridachiella diomedea,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
NA,NA,NA,NA,FALSE,Octopus bimaculatus,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
NA,Amaroucium californicum,NA,a wide-ranging East Pacific compound tunicate; the tunicates of the Gulf of California have not yet been carefully studied,FALSE,Aplidium californicum,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
NA,NA,NA,NA,FALSE,Didemnum carnulentum,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
NA,NA,NA,NA,FALSE,Cystodytes dellechiajei,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
